"stripped_author","distil_author_only","partial_token_set","token_set","token_sort","std","std_range"
"optatus saint bishop of mileve active 4th century","optatus saint bishop of mileve","100.0","100.0","75.9493670886076","13.885639385573274",""
"wycliffe john 1384","wycliffe john 1384","100.0","100.0","100.0","0.0","0"
"amelli ambrogio 18481933","amelli ambrogio 18481933","100.0","100.0","100.0","0.0","0"
"ram p f x 18041865","ram p f x pierre francois xavier de 18041865","100.0","100.0","58.06451612903225","24.21146290150044",""
"chethams library","cheke john sir 15141557","46.666666666666664","35.8974358974359","35.89743589743589","6.2176182835805855",""
"sturla orarson 12141284","smundur froi 10561133","47.61904761904761","45.45454545454545","45.45454545454546","1.2496759073368477","1"
"wagner friedrich wilhelm 18141857","wagner johann augustin 17341807","100.0","50.0","46.875","29.81060004427955",""
"gaste armand 18381902","gast johannes 1552","50.0","41.02564102564103","41.02564102564102","5.1813485696504875","5"
"jacoby edgar","jacoby carolus 18491939","100.0","66.66666666666666","51.42857142857142","24.841143059669378",""
"schomann george friedrich 17931879","schomann georg friedrich 17931879","100.0","98.50746268656717","98.50746268656717","0.8617168196860074","0"
"bonitz hermann 18141888","bonizo of sutri","48.275862068965516","36.8421052631579","36.8421052631579","6.601282569681745",""
"christ wilhelm von 18311906","christ wilhelm von 18311906","100.0","100.0","100.0","0.0","0"
"patrick henry n","patrick saint","100.0","70.0","50.0","25.16611478423583",""
"willenborg heinrich clemens","williram abbot of ebersberg","45.833333333333336","40.74074074074074","40.74074074074075","2.9402097042064272","2"
"mestwerdt georg","meuwese apm","47.61904761904761","38.46153846153846","38.46153846153846","5.287090377194373","5"
"schomann georg friedrich 17931879","schomann georg friedrich 17931879","100.0","100.0","100.0","0.0","0"
"fredrich carl johann 18711930","fredegarius scholasticus","51.28205128205128","37.735849056603776","37.735849056603776","7.820903501359223",""
"kuhlewein hugo 1847","laemmer hugo 18351918","100.0","55.0","55.00000000000001","25.980762113533157",""
"hoerenz carl","hosius carl 18661937","100.0","50.0","43.75","30.830517889476546",""
"buchenau georg","bibliander theodorus approximately 15041564","38.46153846153846","21.05263157894737","21.052631578947366","10.051037074961096",""
"moschopoulos manuel approximately 1265","morla pedro augusto","37.83783783783784","28.070175438596493","28.07017543859649","5.639362515555377","5"
"hartman j l v","hartman j j jacobus johannes 18511924","100.0","81.81818181818181","43.99999999999999","28.568028132948886",""
"hermann karl friedrich 18041855","hermann karl friedrich 18041855","100.0","100.0","100.0","0.0","0"
"schneider carl ernst christoph 17861856","schneider engelbert 18571892","100.0","56.71641791044776","56.71641791044777","24.989787770894246",""
"dohner theodor","theodricus active 12th century","64.28571428571428","45.45454545454545","45.45454545454546","10.87218039383061",""
"malchin franz","malcovati enrica","58.33333333333333","55.172413793103445","55.172413793103445","1.8249577474384715","1"
"vogel august","vogel theodor 18361912","100.0","58.8235294117647","41.17647058823529","30.18589082027579",""
"borsdorf th","bormann albert 18191882","36.36363636363637","23.529411764705884","23.529411764705888","7.40984302703263",""
"freytag karl active 1864","frey joseph 18341910","44.99999999999999","40.90909090909091","40.90909090909091","2.361887464866648","2"
"lincke karl 18491920","lindinus poeta 5th or 5th6th century","30.000000000000004","25.0","25.0","2.886751345948131","2"
"schurr friedrich 1888","scholl fritz 18501919","51.28205128205128","47.61904761904762","47.61904761904761","2.114836150877749","2"
"catallus gaius valerius","catullus gaius valerius","100.0","95.65217391304348","95.65217391304348","2.5102185616940216","2"
"amarcius active 11th century","amarcius","100.0","100.0","44.44444444444444","32.07501495497921",""
"censorinus","censorinus","100.0","100.0","100.0","0.0","0"
"sepp bernhard","sepp bernhard 18531920","100.0","100.0","74.28571428571429","14.846149779161802",""
"everat eduard","janus secundus","30.000000000000004","22.22222222222223","22.22222222222222","4.49050209369709","4"
"oehler raimund 18521935","oehler franz 18171866","100.0","63.63636363636363","45.45454545454546","27.77318603003539",""
"cato marcus porcius 234 bc149 bc","cato marcus porcius","100.0","100.0","74.50980392156863","14.716771567578693",""
"cortese giacomo 1859","cortesi paolo 14651510","68.42105263157895","61.904761904761905","61.904761904761905","3.76218220524568","3"
"ribbeck otto 18271898","ribbeck otto 18271898","100.0","100.0","100.0","0.0","0"
"allen henry","allen helen mary 18781960","100.0","62.5","61.111111111111114","22.06250473600714",""
"gasquy armand","gassendi pierre 15921655","31.999999999999996","21.621621621621628","21.62162162162162","5.991959550508545","5"
"heeringa didericus","heerkens gerard nicolaas 17261801","44.44444444444444","35.294117647058826","35.29411764705882","5.2829436396436344","5"
"klotz reinhold 18071870","klotz reinhold 18071870","100.0","100.0","100.0","0.0","0"
"koch ernst 1899","koch wilhelm daniel joseph 17711849","100.0","44.0","43.99999999999999","32.331615074619044",""
"muller iwan von 18301917","muller c f w carl friedrich wilhelm 18301903","100.0","50.0","47.05882352941176","29.75292334410494",""
"pfaff karl","pufendorf samuel freiherr von 16321694","40.0","20.83333333333333","20.833333333333336","11.065880159467827",""
"vassis sp 1852","vast henri 18471921","50.0","48.484848484848484","48.484848484848484","0.8747731351357969","0"
"dracontius blossius aemilius active 5th century","dracontius blossius aemilius","100.0","100.0","74.66666666666666","14.626206819470525",""
"hoffmann friedrich","hoffmann christian gottfried 16921735","100.0","61.53846153846154","50.90909090909091","25.826958835606998",""
"gundermann gotthold 18561921","gundermann gotthold 18561921","100.0","100.0","100.0","0.0","0"
"ernesti johann heinrich martin 17751836","ernesti johann august 17071781","100.0","66.66666666666666","57.971014492753625","22.185434788802",""
"bedjanic martin","bede the venerable saint","58.33333333333333","41.02564102564103","41.02564102564102","9.992600812897367",""
"brandes karl 1861","brandolini aurelio lippo 1497 or 1498","47.05882352941176","37.03703703703704","37.03703703703704","5.7860811291335015","5"
"cornelius carl","cornelius pope","100.0","78.26086956521739","64.28571428571428","17.9972449800349",""
"gaebel georg","goetz georg 18491932","100.0","58.8235294117647","37.5","31.771173088923973",""
"ruhe alfred of ","ruhnkenius david 17231798","50.0","35.8974358974359","35.89743589743589","8.14211918087934",""
"fugner franz 18541909","franz johannes 18041851","100.0","59.09090909090909","59.09090909090908","23.618874648666512",""
"ruperti georg alexander 17581839","ruperti georg alexander 17581839","100.0","100.0","100.0","0.0","0"
"lucilius","lucilius gaius approximately 180 bcapproximately 102 bc","100.0","100.0","25.396825396825395","43.07216293954351",""
"harder franz 1855","hardouin jean 16461729","41.17647058823529","35.8974358974359","35.89743589743589","3.0478520997944036","3"
"biuso carmelo","biel gabriel 1495","56.00000000000001","46.666666666666664","46.666666666666664","5.3886025124365124","5"
"kraemer augustus","institoris heinrich 14301505","25.0","13.63636363636364","13.636363636363635","6.560798513518473",""
"vahlen johannes 18301911","vahlen johannes 18301911","100.0","100.0","100.0","0.0","0"
"dinter bernhard 1825","dinter bernard","100.0","82.35294117647058","82.35294117647058","10.188534162169871",""
"fabricius v","fabricius johann albert 16681736","100.0","90.0","46.51162790697675","28.437781372858396",""
"loewe hermann 18151884","lowe gustav 18521883","60.0","61.904761904761905","61.904761904761905","1.0997147984564302","1"
"pohlenz m 18721962","pohlenz m max 18721962","100.0","100.0","90.0","5.773502691896257","5"
"schreuders otto 1865","schrevel cornelis 16081664","50.0","52.17391304347826","52.17391304347826","1.2551092808470108","1"
"placidus glossator","placidus monachus","100.0","64.0","62.857142857142854","21.12225508471919",""
"plautus titus maccius","plautus titus maccius","100.0","100.0","100.0","0.0","0"
"schlottmann wilhelm","schermann theodor 18781922","55.55555555555556","44.44444444444444","44.44444444444444","6.415002990995844",""
"koch johann jakob 1862","koch wilhelm daniel joseph 17711849","100.0","45.6140350877193","45.614035087719294","31.399751482242802",""
"voigt richard","vopiscus flavius","40.0","34.48275862068965","34.48275862068966","3.18538079552897","3"
"sallust 8634 bc","sallust","100.0","100.0","63.63636363636363","20.99455524325912",""
"jordan henri 183386","jordanes","85.71428571428572","44.44444444444444","44.44444444444444","23.82715396655599",""
"tydeman h w 17781863","ticonius","25.0","14.285714285714292","14.28571428571429","6.185895741317416",""
"severus sanctus endelechius","endelechius severus sanctus ca 45th century","100.0","100.0","77.14285714285715","13.196577581477154",""
"seebeck johannes 1842","seeck otto 18501921","50.0","55.0","55.00000000000001","2.886751345948131","2"
"lygdamus","lygdamus","100.0","100.0","100.0","0.0","0"
"larroumet gustave 18521902","larroumet gustave","100.0","100.0","79.06976744186046","12.08407540164333",""
"richter richard immanuel 18391901","richter gustav 18381904","100.0","60.714285714285715","60.71428571428572","22.681617718163867",""
"valerius flaccus gaius 1st cent","valerius flaccus gaius","100.0","100.0","83.01886792452831","9.80406117491817",""
"weichert jonathan august 17881844","weichert august 17881844","100.0","100.0","84.21052631578947","9.116056881941464",""
"brandt karl 1858","brandt paul 18611932","100.0","66.66666666666666","66.66666666666667","19.245008972987527",""
"otto ludwig 1850","ludwig ernst 18451912","100.0","64.86486486486487","54.054054054054056","24.022147073825913",""
"cohn arthur","cowley abraham 16181667","54.54545454545454","35.294117647058826","35.29411764705882","11.114764540548942",""
"pontanus jacob 15421626","pontanus jacob 15421626","100.0","100.0","100.0","0.0","0"
"mallius theodorus","mallius theodorus flavius","100.0","100.0","80.95238095238095","10.997147984564302",""
"tkac ignac","tirechan saint","50.0","41.666666666666664","41.666666666666664","4.811252243246883","4"
"nicolaus de bibera","biel gabriel 1495","38.46153846153846","34.28571428571429","34.285714285714285","2.410913212000633","2"
"simonis johann 16981768","simon johann georg approximately 16361696","100.0","53.125","53.125","27.063293868263706",""
"wolff h h","wolff christian freiherr von 16791754","100.0","83.33333333333333","39.13043478260869","31.45573076515016",""
"schoen henricus","schenkl heinrich 18591919","80.0","60.0","60.0","11.547005383792516",""
"richer of saintremy active 10th century","richer of saintremy active 10th century","100.0","100.0","100.0","0.0","0"
"novati francesco 18591915","novati francesco 18591915","100.0","100.0","100.0","0.0","0"
"clarke robert 1675","clarke john 16871734","100.0","63.1578947368421","63.1578947368421","21.27079939119674",""
"hase immanuel","hase charles benoit 17801864","100.0","47.05882352941177","29.268292682926834","36.792765534086996",""
"morichini carlo luigi cardinal abp of nisihi","haupt moriz 18081874","40.0","25.0","25.0","8.660254037844387",""
"pascoli giovanni 18551912","pascoli giovanni","100.0","100.0","78.04878048780488","12.673542494406421",""
"dupont paul 1850","dubois philippe approximately 16361703","43.75","33.33333333333333","33.333333333333336","6.014065304058603",""
"schneider josephus","schneider engelbert 18571892","100.0","66.66666666666666","47.82608695652174","26.420307079952305",""
"budeius stephanus parmenius","bude guillaume 14681540","44.44444444444444","32.0","31.999999999999996","7.1848033499153425",""
"roger of wendover 1236","roger of hoveden","100.0","66.66666666666666","47.36842105263158","26.62585365574786",""
"abu ubayd alqasim ibn sallam approximately 773approximately 837","avicenna 9801037","37.5","22.784810126582272","22.78481012658228","8.495818834594179",""
"bibliotheca palatina biblioteca apostolica vaticana","palaemon q rhemnius fannius quintus rhemnius fannius","37.03703703703704","27.906976744186053","29.126213592233007","4.9569087648384045","4"
"noval giuseppe","novati francesco 18591915","50.0","30.769230769230774","30.76923076923077","11.102889792108186",""
"krueger paul 18401926","krueger paul 18401926","100.0","100.0","100.0","0.0","0"
"verrius flaccus marcus","verrius flaccus marcus","100.0","100.0","100.0","0.0","0"
"denis the carthusian 14021471","denisot nicolas 15151559","41.17647058823529","37.735849056603776","37.735849056603776","1.9864437674670772","1"
"ibn abi zar alfasi ali ibn abd allah 1340 or 1341","avicenna 9801037","43.75","26.229508196721312","27.692307692307693","9.720741549572955",""
"gregory bishop of tours saint 538594","gregory bishop of tours saint","100.0","100.0","89.23076923076923","6.217618283580588",""
"llave pablo de la 17731833","nicholas of lyra approximately 12701349","40.0","43.07692307692308","43.07692307692308","1.7764623667373118","1"
"maratti giovanni francesco 1777","julius marathus 1st century bc","43.99999999999999","39.34426229508197","39.34426229508197","2.687991417210712","2"
"lactantius ca 240ca 320","lactantius","100.0","100.0","60.60606060606061","22.74410151353071",""
"paulinus of nola saint approximately 353431","paulinus of nola saint approximately 353431","100.0","100.0","100.0","0.0","0"
"eucherius saint abp active 410approximately 449","eucherius of lyon saint","100.0","78.94736842105263","42.85714285714286","28.899318908069322",""
"lindenkohl george stephen","lindenbrog friedrich 15731648","47.61904761904761","37.03703703703704","37.03703703703704","6.109526658091275",""
"erasmus desiderius d 1536","erasmus desiderius","100.0","100.0","83.72093023255813","9.398725312389262",""
"fleck ferdinand florens 18001849","fleckeisen alfred 18201899","64.0","62.06896551724138","62.06896551724138","1.1148832784351386","1"
"berengar of tours approximately 10001088","berengar of tours","100.0","100.0","59.64912280701755","23.29658980940595",""
"danz johann traugott leberecht 17691851","dantyszek jan 14851548","63.41463414634146","42.622950819672134","42.622950819672134","12.00408396555799",""
"jahn johann 17501816","jahn johann christian 17971847","100.0","70.96774193548387","64.0","19.093722511182232",""
"schott heinrich august 17801835","schottus andreas 15521629","48.97959183673469","46.42857142857143","46.42857142857143","1.4728323193612876","1"
"bottcher julius friedrich 18011863","bahr johann christian felix 17981872","49.056603773584904","42.857142857142854","42.85714285714286","3.579260428938379","3"
"baur johannes baptist","bauhuis bernard","59.25925925925925","44.44444444444444","44.44444444444444","8.553337321327787",""
"bickell gustav 18381906","bidermann jakob 1577 or 15781639","43.47826086956522","36.36363636363637","36.36363636363637","4.107630373681131","4"
"kuhnol christian gottlieb 17681841","kubler bernhard 18591940","38.888888888888886","37.93103448275862","37.93103448275862","0.5530174992237785","0"
"hagen martino","hagen hermann 18441898","100.0","55.55555555555556","51.42857142857142","26.930541254088812",""
"botallo leonardo 1530approximately 1587","bottoni bernardo 1266","46.666666666666664","33.33333333333333","33.333333333333336","7.698003589195009",""
"hildegard saint 10981179","hildegard saint","100.0","100.0","76.92307692307692","13.323467750529828",""
"arnaud george d 17111740","arnaldus de villanova 1311","60.0","52.0","52.0","4.618802153517007","4"
"pufendorf friedrich esaias von 17071785","pufendorf samuel freiherr von 16321694","100.0","57.142857142857146","57.14285714285714","24.743582965269677",""
"vom hagen carolus active 17th century","hagen hermann 18441898","100.0","37.28813559322034","30.508474576271183","38.31408323883836",""
"eutropius 4th cent","eutropius active 4th century","100.0","83.87096774193549","78.26086956521739","11.285748204369622",""
"ernesti johann august 17071781","ernesti johann august 17071781","100.0","100.0","100.0","0.0","0"
"paul the deacon approximately 720799","paul the deacon 720799","100.0","100.0","75.86206896551724","13.936040980439245",""
"thorius raphael 1625","thorer alban 14891550","54.054054054054056","48.78048780487805","48.78048780487805","3.0446948935510925","3"
"ausonius decimus magnus","ausonius decimus magnus","100.0","100.0","100.0","0.0","0"
"giberti giovanni matteo 14951543","giberti giovanni matteo 14951543","100.0","100.0","100.0","0.0","0"
"eutropius active 4th century","eutropius active 4th century","100.0","100.0","100.0","0.0","0"
"cato marcus porcius 234149 bc","cato marcus porcius","100.0","100.0","79.16666666666666","12.028130608117209",""
"fredro andrzej maksymilian approximately 16201679","fredegis of tours","41.17647058823529","21.212121212121218","21.212121212121215","11.526422486495196",""
"bernard of clairvaux saint 1090 or 10911153","bernard of clairvaux saint","100.0","100.0","75.36231884057972","14.22457184959947",""
"nasafi awhad aldin","anaritius approximately 922","38.888888888888886","31.111111111111114","31.11111111111111","4.490502093697087","4"
"ibn shaddad yusuf ibn rafi 11451234","avicenna 9801037","38.70967741935484","25.531914893617028","27.450980392156865","7.119158381001018",""
"marquardt joachim 18121882","markward of fulda","51.85185185185186","37.2093023255814","37.2093023255814","8.453879910614681",""
"worp prior of thabor 1538","wowern johann van der 15741612","40.816326530612244","40.0","40.0","0.47130634219561235","0"
"hahn august 17921863","hahn wiktor 18711959","100.0","50.0","40.0","32.145502536643185",""
"prudnikov m","prudentius 348","63.63636363636363","56.0","56.00000000000001","4.408856601084411","4"
"krueger antonius 1840","krueger paul 18401926","100.0","71.42857142857143","57.14285714285714","21.82178902359924",""
"noval y gutierrez jose 18611938","novati francesco 18591915","48.0","46.42857142857143","46.42857142857143","0.9072647087265536","0"
"pius ix pope 17921878","gregory ix pope approximately 11701241","100.0","50.847457627118644","44.067796610169495","30.52416420167254",""
"coville alfred 18601942","cowley abraham 16181667","50.0","47.82608695652174","47.82608695652174","1.2551092808470108","1"
"bouvy edmond","bovillus carolus 14791567","33.333333333333336","27.02702702702703","27.027027027027028","3.64094764353818","3"
"innocent iii pope 1160 or 11611216","innocent iii pope 1160 or 11611216","100.0","100.0","100.0","0.0","0"
"lengerke casar von 18031855","lenz karl gotthold 17631809","48.88888888888889","40.74074074074074","40.74074074074075","4.704335526730285","4"
"dicuil fl 825","dicuil","100.0","100.0","63.1578947368421","21.27079939119674",""
"pietro dellaquila 1361","johannes de aquila 1478","56.41025641025641","48.888888888888886","48.88888888888889","4.342463563135646","4"
"kezai simon active 13th century","aurea capra simon","100.0","50.0","50.0","28.867513459481287",""
"bruno giordano 15481600","bruno giordano 15481600","100.0","100.0","100.0","0.0","0"
"thomas antoine 18571935","thomas antoine 16441709","100.0","78.26086956521739","78.26086956521739","12.551092808470125",""
"schroeder victor 1862","schroeder otto 18511937","100.0","68.18181818181819","54.54545454545454","23.32546108839493",""
"muller karl wilhelm 18011874","muller c f w carl friedrich wilhelm 18301903","100.0","66.66666666666666","63.888888888888886","20.09493927241732",""
"goebel johann wilhelm von 16831745","goetz georg 18491932","43.75","37.03703703703704","37.03703703703704","3.875730973726654","3"
"reimarus hermann samuel 16941768","reifferscheid august 18351887","40.74074074074075","39.34426229508197","39.34426229508197","0.8062572065186063","0"
"bruno magdeburgensis active 1084","bruno saint bishop of wurzburg","100.0","45.16129032258065","41.93548387096774","32.63223850643767",""
"lilie ern godofr","lilienthal michael 16861750","40.0","27.906976744186053","27.906976744186053","6.981910232060586",""
"patrizi francesco saverio 17971881","patrizi francesco","100.0","100.0","66.66666666666667","19.245008972987524",""
"petit samuel 15941643","clein johann 1530","47.05882352941176","42.10526315789474","42.10526315789473","2.8599394139424166","2"
"witsius herman 16361708","sapidus johannes 14901561","54.54545454545454","50.0","50.0","2.6243194054073866","2"
"linder fintanus 17251785","lindinus poeta 5th or 5th6th century","46.808510638297875","40.0","40.0","3.930895449801709","3"
"praetorius abdias 15241573","prudentius 348","64.0","45.0","44.99999999999999","10.969655114602892",""
"meyer johannes 1651 or 16521725","meyer wilhelm 18451917","100.0","52.83018867924528","45.28301886792453","29.65327102924851",""
"hardt hermann von der 16601746","hardouin jean 16461729","55.81395348837209","53.84615384615385","53.84615384615385","1.1361096531459536","1"
"ussher james 15811656","adam of usk active 1400","36.36363636363637","31.818181818181813","31.818181818181824","2.6243194054073915","2"
"patarolo lorenzo 16741757","patrizi francesco","51.61290322580645","38.095238095238095","38.095238095238095","7.8044276019488565",""
"bludau august 18621930","blund john approximately 11851248","40.90909090909091","40.0","40.0","0.5248638810814765","0"
"weiss adolf 18491924","weissenborn wilhelm 18031878","52.94117647058824","37.5","37.5","8.914967391898633",""
"voisin joseph de 16101685","vopiscus flavius","44.44444444444444","29.268292682926827","29.268292682926834","8.761955304774807",""
"klostermann erich 18701963","bidermann jakob 1577 or 15781639","53.06122448979591","44.827586206896555","44.827586206896555","4.7536932790419515","4"
"meurer h","meurer wolfgang 15131585","100.0","85.71428571428571","43.75","29.237947397640806",""
"hoffmann emanuel 18251900","hoffmann christian gottfried 16921735","100.0","51.61290322580645","51.61290322580645","27.936303347885115",""
"dankovszky gregor 17841857","dantyszek jan 14851548","57.14285714285714","50.0","50.0","4.12393049421161","4"
"lessing gotthold ephraim 17291781","lessing gotthold ephraim 17291781","100.0","100.0","100.0","0.0","0"
"gneist rudolph 18161895","gneist rudolph 18161895","100.0","100.0","100.0","0.0","0"
"haupt moriz 18081874","haupt moriz 18081874","100.0","100.0","100.0","0.0","0"
"bruno of magdeburg active 1084","bruno saint bishop of wurzburg","100.0","56.666666666666664","43.333333333333336","29.627314724385297",""
"merkel paul johannes 18191861","merkel rudolf 18111885","100.0","58.8235294117647","58.82352941176471","23.773246378396355",""
"de rossi giovanni bernardo 17421831","rubeis bernardo maria de 16871775","100.0","61.76470588235294","61.76470588235294","22.075157351368045",""
"buchholtz hermann","bibliander theodorus approximately 15041564","35.29411764705882","20.0","19.999999999999996","8.830062940547217",""
"facio bartolomeo 1457","facio bartolomeo 1457","100.0","100.0","100.0","0.0","0"
"cowley abraham 16181667","cowley abraham 16181667","100.0","100.0","100.0","0.0","0"
"nodell jan adam 1814","nodell jan adam 1814","100.0","100.0","100.0","0.0","0"
"lotichius petrus 15281560","lotichius petrus","100.0","100.0","78.04878048780488","12.673542494406421",""
"fabricius johann 16441729","fabricius johann albert 16681736","100.0","78.04878048780488","73.6842105263158","14.103346438845504",""
"verona italy","ratherius of verona","100.0","66.66666666666666","51.61290322580645","24.76233039342778",""
"caracciolus antonius","epicuro marcantonio 14721555","51.85185185185186","33.33333333333333","33.333333333333336","10.691671651659743",""
"patuzzi giovanni vincenzo 17001769","patrizi francesco","47.05882352941176","31.372549019607845","31.372549019607842","9.056474810817656",""
"bauer c l","bauer ludwig active 18831892","100.0","71.42857142857143","37.83783783783784","31.114836542638916",""
"glass salomon 15931656","salomon iii","100.0","77.77777777777777","48.484848484848484","25.838323290167907",""
"christ johann friedrich 17001756","christ wilhelm von 18311906","100.0","44.067796610169495","44.067796610169495","32.29247268348754",""
"strauch ludovicus","stegmann carl","41.666666666666664","33.33333333333333","33.333333333333336","4.81125224324688","4"
"sarbiewski maciej kazimierz 15951640","sarbiewski maciej kazimierz 15951640","100.0","100.0","100.0","0.0","0"
"kochly hermann 18151876","kochly hermann 18151876","100.0","100.0","100.0","0.0","0"
"leslie john 15271596","lindsay w m wallace martin 18581937","45.16129032258065","36.36363636363637","36.36363636363637","5.079327881433657","5"
"meineke august 17901870","meineke august 17901870","100.0","100.0","100.0","0.0","0"
"mutzell wilhelm julius karl 18071862","kunstle karl 18591932","100.0","52.63157894736842","49.122807017543856","28.415276288318932",""
"ranke karl ferdinand 18021876","ranke friedrich 18821950","100.0","60.37735849056604","60.37735849056604","22.876142741475736",""
"freind john 16751728","freinsheim johann 16081660","60.0","60.869565217391305","60.86956521739131","0.5020437123388073","0"
"spengel leonhard von 18031880","spengel leonhard von 18031880","100.0","100.0","100.0","0.0","0"
"richter c e","richter gustav 18381904","100.0","77.77777777777777","52.94117647058824","23.54151226011346",""
"joannes secundus 15111536","janus secundus","100.0","72.72727272727272","66.66666666666667","17.755955385097923",""
"porfyrius p optianus active 325","porfyrius p optatianus","100.0","75.47169811320755","75.47169811320755","14.161421697104023",""
"alcuin 735804","alcuin 735804","100.0","100.0","100.0","0.0","0"
"manilius marcus","manilius marcus","100.0","100.0","100.0","0.0","0"
"hummelauer fr von 18421914","hummelberger gabriel approximately 14901544","46.808510638297875","46.3768115942029","46.37681159420289","0.24924155931714093","0"
"beze theodore de 15191605","beze theodore de 15191605","100.0","100.0","100.0","0.0","0"
"bucer martin 14911551","bucer martin 14911551","100.0","100.0","100.0","0.0","0"
"thomas of elmham d 1440","thomas of elmham 13641440","100.0","87.5","87.5","7.216878364870322",""
"minucius felix marcus","minucius felix marcus","100.0","100.0","100.0","0.0","0"
"suetonius ca 69approximately 122","suetonius approximately 69approximately 122","100.0","95.08196721311475","82.66666666666667","8.932815705736877",""
"seneca lucius annaeus ca 4 bc65 ad","seneca lucius annaeus approximately 4 bc65 ad","100.0","95.38461538461539","78.48101265822784","11.329168669815804",""
"boncore di santa vittoria fl 1340","bona giovanni 16091674","45.45454545454546","40.0","40.0","3.149183286488871","3"
"reiner monk of st laurent liege d ca 1182","reiner of liege","100.0","100.0","53.57142857142857","26.805548212375484",""
"gottschalk of orbais approximately 803approximately 867","gottschalk of orbais approximately 803approximately 867","100.0","100.0","100.0","0.0","0"
"vitruvius pollio marcus","vitruvius pollio","100.0","100.0","82.05128205128204","10.362697139300979",""
"scaligero giulio cesare 14841558","scaligero giulio cesare","100.0","100.0","83.63636363636364","9.447549859466601",""
"isidore of seville saint 636","isidore of seville saint","100.0","100.0","92.3076923076923","4.441155916843275","4"
"fulgentius fabius planciades","fulgentius fabius planciades","100.0","100.0","100.0","0.0","0"
"hajek z hajku tadeas 15251600","haraeus franciscus 15551631 or 1632","42.10526315789473","43.75","43.75","0.949589258535571","0"
"columella lucius junius moderatus","columella lucius junius moderatus","100.0","100.0","100.0","0.0","0"
"festus sextus pompeius active 2nd century","festus sextus pompeius","100.0","100.0","69.84126984126983","17.412150975560145",""
"ciofani ercole","feofan archbishop of novgorod 16811736","50.0","34.61538461538461","34.61538461538461","8.88231183368655",""
"martianus capella","martianus capella","100.0","100.0","100.0","0.0","0"
"valla lorenzo 14071457","valla lorenzo 14071457","100.0","100.0","100.0","0.0","0"
"filelfo francesco 13981481","filelfo francesco 13981481","100.0","100.0","100.0","0.0","0"
"pontano giovanni gioviano 14291503","pontano giovanni gioviano","100.0","100.0","84.7457627118644","8.807038004587515",""
"bonaventure saint cardinal ca 12171274","bonaventure saint cardinal approximately 12171274","100.0","95.89041095890411","80.45977011494253","10.30221645167456",""
"nebrija antonio de 14441522","nebrija antonio de 14441522","100.0","100.0","100.0","0.0","0"
"arator subdiaconus fl 513544","arator subdiaconus","100.0","100.0","78.26086956521739","12.551092808470125",""
"boethius d 524","boethius 524","100.0","100.0","92.3076923076923","4.441155916843275","4"
"biel gabriel d1495","biel gabriel 1495","100.0","97.14285714285714","68.57142857142857","17.37932151513777",""
"baconthorpe john ca 12901346","baconthorpe john 1346","100.0","86.48648648648648","85.71428571428572","8.034228589453592",""
"dietz friedrich reinhold 18041836","dietsch heinrich rudolf 18141875","62.5","61.53846153846154","61.53846153846154","0.5551444896054084","0"
"livius titus patavinus","livy","85.71428571428572","23.07692307692308","23.076923076923073","36.16369818000953",""
"cassian john ca 360ca 435","cassian john","100.0","100.0","64.86486486486487","20.285279728284145",""
"plinius secundus caius 2379 ad","pliny the elder","46.666666666666664","35.55555555555556","35.55555555555555","6.415002990995841",""
"livius patavinus titus","livy","85.71428571428572","23.07692307692308","23.076923076923073","36.16369818000953",""
"porphyrius publius optatianus","porfyrius p optatianus","100.0","74.50980392156863","74.50980392156863","14.716771567578693",""
"seneca lucius annaeus ca 55 bcca 39 ad","seneca lucius annaeus approximately 55 bcapproximately 39 ad","100.0","88.23529411764706","71.42857142857143","14.35967016019753",""
"laciantius ca 240ca 320","lactantius","90.0","54.54545454545455","54.54545454545454","20.46969136217764",""
"jerome saint d 419 or 20","jerome saint 419 or 420","100.0","93.61702127659575","85.1063829787234","7.472094860179248",""
"gustafsson f 18531924","turk gustav 18701914","61.111111111111114","53.65853658536585","53.65853658536586","4.302745908594773","4"
"haussner j b 1850","muller h j","100.0","44.44444444444444","37.03703703703704","34.413234233991",""
"merobaudes flavius 5th cent","merobaudes flavius","100.0","100.0","80.0","11.547005383792516",""
"longolius christophorus 14881522","longolius christophorus 14881522","100.0","100.0","100.0","0.0","0"
"schroeder eljasz konstanty 16251680","schroeder otto 18511937","100.0","58.62068965517241","58.62068965517242","23.890355966467272",""
"bracton henry de 1268","bracton henry de 1268","100.0","100.0","100.0","0.0","0"
"le clerc jean 16571736","clein johann 1530","58.82352941176471","56.41025641025641","56.41025641025641","1.3933038170488738","1"
"bryennius nicephorus caesar c1137","nicephorus chartophylax","100.0","60.60606060606061","50.0","26.345053243929243",""
"schmidt hubert 18641933","schmidt paul wilhelm 18451921","100.0","61.53846153846154","57.692307692307686","23.395240501147",""
"prudentius b 348","prudentius 348","100.0","100.0","93.33333333333333","3.8490017945975077","3"
"orelli johann kaspar von 17871849","orelli johann kaspar von 17871849","100.0","100.0","100.0","0.0","0"
"hilary saint bishop of poitiers d 367","hilary saint bishop of poitiers 367","100.0","100.0","97.22222222222221","1.603750747748965","1"
"ernesti august wilhelm 17331801","ernesti august wilhelm 17331801","100.0","100.0","100.0","0.0","0"
"krumbiegel richard","krumbiegel richard 1867","100.0","100.0","87.8048780487805","7.040856941336895",""
