author,dll_author_id
"Favorinus, active 104 B.C.?",A3445
"Iulius Africanus, Sextus 160-240",A3442
Africanus,A3442
"Julius Africanus, Sextus, 0200?-024.?",A3442
"Africanus, Sextus Julius",A3442
"Julius Africanus, Sextus 01..?-024.?",A3442
"Sextus Julius Africanus, -na 240",A3442
Sextus Iulius Africanus,A3442
"Iulius Africanus, m. c. 240",A3442
"Julius Africanus, Sextus",A3442
"Iulius Africanus, Sextus (?-ca 240)",A3442
"Africanus, asi 160-asi 240",A3442
"Africanus, Sextus Julius, 200-talet e.Kr.",A3442
"Africanus, Sextus Julius, 160?-240?",A3442
"Gaza, Théodore 1400-1475",A3424
"Gaza, Théodore, 1400-1475, thessalonicensi",A3424
"Gaza, Theodorus, c. 1400-c. 1475",A3424
"Gaza, Theodorus, 1400-1475",A3424
"Gazīs, Theodōros (około 1400-około 1475).",A3424
"Gazēs, Theodōros",A3424
"Gaza, Teodor, aproximadament 1398-1475",A3424
"Gazēs, Theodōros, ca. 1400-ca. 1475",A3424
"Teodoro de Gaza, fl. 1400-1478?",A3424
"Gazes, Theodorus, 1398-1476",A3424
"Gaza, Theodoros 1398-1476",A3424
Theodorus Gaza (ok. 1398-ok. 1478),A3424
Θεόδωρος Γαζής,A3424
Theodorus Gaza ca-. 1398- ca. 1475,A3424
"Theodorus, kanterberijski nadbiskup",A3424
"Gaza, Teodoro",A3424
"Gaza, Theodorus, 1398-1478",A3424
"Gazēs, Theodōros, environ 1400-environ 1475",A3424
"Gazes, Theodoros, umbes 1400-umbes 1475.",A3424
"Gaza, Theodorus, asi 1400-asi 1475",A3424
"Gazes, Theodoros (π.1400-π.1475)",A3424
"Theodorus Gaza, c. 1400-c. 1475",A3424
"Gazes, Theodorus, c. 1400-c. 1475",A3424
"Asulanus, Franciscus, -1546",A3433
"Asulanus, Franciscus",A3433
"Torresano, Francesco, m. 1546",A3433
"Torresano, Francesco, ?-1546.",A3433
"Torresano, Francesco",A3433
"Asolano, Francisco, -1546",A3433
Francesco Torresano editore e tipografo italiano (fl. 1529-1546),A3433
"Asulanus, Franciscus, d. 1546",A3433
"Torresano d'Asola, Francesco, fl. 1528-1530",A3433
"Asulanus, Franciscus, m. 1546.",A3433
"Fortunatus, Matthaeus",A3430
"Fortunatus, Matthaeus, 148.-1528",A3430
"Fortunatus, Matthaeus (około 1490- około 1528).",A3430
"Fortunatus, Matthäus, ca. 1490-ca. 1528",A3430
"Fortunatus, Matthaeus, c. 1480-1528",A3430
"Fortunato, Matteo",A3430
"Fontana, Augustinus",A3434
"Fontana, Agostino 1690-176X",A3434
"Fontana, Agostino",A3434
"Fontana, Agostino, conte Scagnelli, f. 1690",A3434
Agostino Fontana,A3434
"Lemaire, Nicolas-Éloi, 1767-1832",A3426
"Lemaire, N. E., (Nicolas Eloi) 1767-1832",A3426
"Lemaire, N.E. (Nicolaus Eligius), 1767-1832",A3426
"Lemaire, N. E.",A3426
"Lemaire, Nicolas Eloi",A3426
"Lemaire, N. E. 1767-1832",A3426
Nicolas-Éloi Lemaire professeur de poésie latine,A3426
"Lemaire, N. E. 1767-1832 (Nicolas Eloi)",A3426
"Wauquelin, Jean, -1452",A3432
"Wauquelin, Jean, 14..?-1452",A3432
"Wauquelin, Jehan",A3432
Jean Wauquelin écrivain et traducteur bourguignon (1401-1452),A3432
"Wauquelin, Jean, m. 1452",A3432
"Wauquelin, Jean, d. 1452",A3432
"Wauquelin, Jean, f. 1450",A3432
"Piekosiński, Franciszek (1844-1906)",A3429
"Piekosiński, Franciszek Ksawery, 1844-1906",A3429
"Piekosiński, Franciszek",A3429
"Franciszek Piekosiński polski historyk, prawnik i heraldyk",A3429
"Piekosiński, Franciszek (Franciszek Ksawery), 1844-1906",A3429
"Piekosi¿„ski, Franciszek Ksawery, 1844-1906",A3429
"Meiser, Karl, 1843-1912.",A3421
"Meiser, Carolus",A3421
Karl Meiser,A3421
"Müller, H. J.",A3439
"Müller, Moritz, 1836-",A3418
"Müller, Moritz (1854- ).",A3418
"Müller, Mauritius (1854- )",A3418
"Plasberg, Otto, 1869-1924",A3437
"Plasberg, Otto",A3437
Otto Plasberg,A3437
"Plasberg, O.",A3437
"Mendelssohn, Ludwig, 1852-1896.",A3461
"Mendelssohn, Ludwig",A3461
"Mendelssohn, Ludwig (Ludovicus)",A3461
Ludwig Mendelssohn,A3461
"Musonius Rufus, Caius, 0025?-0095?",A3458
"Musonius Rufus, Gaius, 30-100",A3458
"Musonius Rufus, Gajus, ca 30-ca 100",A3458
"Musonius Rufus, C. (Caius), approximately 30-",A3458
"Musonius Rufus (Caius), 1e eeuw na Chr.",A3458
"Musonius Rufus, Caius",A3458
"Musonius Rufus, Caius (około 25-95).",A3458
Gaius Musonius Rufus,A3458
"Musonius Rufus, Gaius",A3458
Muzoniusz Rufus (ok. 30-?),A3458
"Musonio Rufo, Cayo",A3458
"Musonius Rufus, C. (Caius), aproximadament 30-",A3458
موسونيوس روفوس، غايوس,A3458
מוסוניוס רופוס,A3458
"Musonius Rufus, C. (Caius), environ 30-",A3458
"Musonius Rufus, C. (Caius), b. ca. 30",A3458
"Musonius Rufus, C. ок.30-100 Caius",A3458
"Musonius Rufus, Gaius (1ος αι. μ.Χ.)",A3458
"Musonius Rufus, C.",A3458
"Peiper, Rudolf, 1834-1898.",A3446
"Peiper, Rudolf",A3446
"Peiper, Rudolfus 1834-1898",A3446
"Peiper, Rudolf, 1834-1898, latiniste",A3446
"Peiper, Rudolf (Leo Rudolf Samuel), 1834-1898",A3446
Rudolf Peiper deutscher Klassischer und Mittellateinischer Philologe und Gymnasiallehrer,A3446
Querolus,A3455
Querolus nom conventionnel de l'auteur de la pièce homonyme,A3455
"Riese, Alexander",A3465
"Riese, Friedrich Alexander, 1840-1924",A3465
"Riese, Alexander, 1840-1922, philologue",A3465
"Riese, Alexander 1840-1924",A3465
"Riese, Friedrich Alexander, 1840-1922.",A3465
Alexander Riese,A3465
"Römer, Adolf, 1843-1913",A3443
"Roemer, Adolph",A3443
"Roemer, Adolphus, 1843-1913",A3443
"Römer, Adolf",A3443
Adolf Römer,A3443
"R©œmer, Adolf, 1843-1913",A3443
"Rose, Valentin, 1829-1916",A3452
"Rose, Valentin",A3452
Valentin Rose deutscher Bibliothekar und Klassischer Philologe,A3452
"Roth, Karl Ludwig, 1790-1868",A3462
"Roth, Carl Ludwig 1790-1868",A3462
"Roth, Carl Ludwig",A3462
"Roth, Karl Ludwig",A3462
Karl Ludwig Roth German classical philologist and teacher (1790-1868),A3462
"Schneidewin, Friedrich Wilhelm, 1810-1856",A3449
"Schneidewin, F.W. (Friedrich Wilhelm), 1810-1856",A3449
"Schneidewin, Friedrich Wilhelm",A3449
"Schneidewin, F.W.",A3449
Friedrich Wilhelm Schneidewin deutscher Altphilologe,A3449
"Schöne, Richard, 1840-1922",A3456
"Schöne, Richard",A3456
Richard Schöne,A3456
"Sch©œne, Richard, 1840-1922",A3456
"Schroeder, Otto, 1851-1937.",A3466
"Schröder, Otto, 1851-1937",A3466
"Schroeder, Otto",A3466
"Schröder, Otto",A3466
Otto Schröder deutscher Klassischer Philologe und Gymnasiallehrer,A3466
"Susemihl, Franz, 1826-1901.",A3444
"Susemihl, Franz, 1826-1901, philologue",A3444
"Susemihl, Friedrich Franz Carl Ernst (1826-1901).",A3444
Franz Susemihl,A3444
"Susemihl, Friedrich Franz Karl Ernst, 1826-1901",A3444
"Süß, Wilhelm, 1882-1969",A3453
"Süss, Wilhelm, 1882-",A3453
"Süss, Wilhelm, 1882-19.., helléniste",A3453
"Suess, Wilhelm (1882-1969).",A3453
Wilhelm Süß,A3453
"S©ơss, Wilhelm, 1882-1969",A3453
"Weißenborn, Wilhelm, 1803-1878",A3450
"Weissenborn, W. (Wilhelm), 1803-1878",A3450
"Weissenborn, W.",A3450
"Weissenborn, Wilhelm",A3450
"Weissenborn, W. 1803-1878",A3450
"Wilhelm Weißenborn deutscher Theologe, Historiker, Philologe und Politiker",A3450
"Weßner, Paul, 1870-1933",A3459
"Wessner, Paul",A3459
Paul Wessner deutscher Klassischer Philologe und Gymnasialdirektor,A3459
"Gaius Iurisconsultus, sec. II",A3454
"Gabuccini, Girolamo ca. 16. Jh.",A3435
"Gabuccini, Géronimo, 15..-15.., médecin",A3435
"Gabuccini, Geronimo",A3435
"Gabuccini, Girolamo.",A3435
"Gabuccini, Girolamo, 1500-talet",A3435
"Gabuccini, Girolamo, f. 1547",A3435
"Gabuccini, Girolamo, active 16th century",A3435
Girolamo Gabuccini active 16th century,A3435
"Lewis, Charlton Thomas, 1834-1904",A3428
"Lewis, Charlton T. (Charlton Thomas), 1834-1904",A3428
"Lewis, Charlton T.",A3428
"Lewis, Charlton Thomas",A3428
Charlton Thomas Lewis US-amerikanischer Rechtsanwalt und Autor,A3428
Charlton Thomas Lewis Amerikaans lexicograaf (1834-1904),A3428
"Lewis, Charlton T. 1834-1904",A3428
"Haller, Albrecht von 1708-1777",A3431
"Haller, Albrecht von",A3431
"Haller, H., skladatelj",A3431
"Haller, Albrecht von 1708-1777 A. von",A3431
Albrecht von Haller,A3431
"Галлер, А. фон 1708-1777 Альбрехт фон",A3431
"Haller€́, Albert de, 1708-1777",A3431
"Vahlen, Johannes, 1830-1911, helléniste",A3463
"Vahlen, Johannes",A3463
"Vahlen, J. (Johannes), 1830-1911",A3463
Johannes Vahlen,A3463
M.Herennius Balbus,A3457
"Herennius Balbus, L., active 56 B.C.-45 B.C.",A3457
"Quinctius, L., approximately 124 B.C.-approximately 51 B.C.",A3464
Lucius Quinctius,A3464
Titius Grammaticus,A3474
Titius,A3474
"Pompeius Rufus, Quintus ca. Römische Republik",A3460
"Pompeius Rufus, Q., active 63 B.C.-51 B.C.",A3460
"Julius, Honorius",A3479
"Honorius, Julius.",A3479
"Julius Honorius, 03..-04..",A3479
Iulius Honorius 4./5. Jh.,A3479
"Iulius, Honorius",A3479
Thessalus Trallianus ca. 1. Jh.,A3482
"Thessalus fl. 1. Jh. n. Chr Trallianus,",A3482
Thessalus Trallensis,A3482
"Thessalus, Trallianus",A3482
"Thessalos från Tralles, århundradet e.Kr.",A3482
"Heiberg, Johan Ludvig, 1854-1928.",A3480
"Heiberg, J.-L. (Johan Ludvig), 1854-1928",A3480
"Heiberg, J.L. 1854-1928",A3480
"Heiberg, Johan Ludvig",A3480
Johan Ludvig Heiberg,A3480
"הייברג, יוהאן לודוויג, 1854-1928",A3480
"Гейберг, И. Л. филолог, историк науки 1854-1928 Иоган Людвиг",A3480
"Heiberg, J. L. филолог, историк науки 1854-1928 Johan Ludvig",A3480
"Hermann, Carl Friedrich, 1804-1855",A3488
"Hermann, Karl Friedrich",A3488
Karl Friedrich Hermann,A3488
"Hermann, K. F. 1804-1855 Karl Friedrich",A3488
"Hertz, Martin, 1818-1895",A3478
"Hertz, Martin Julius, 1818-1895",A3478
Martin Hertz deutscher Klassischer Philologe; Hochschullehrer in Greifswald und Breslau,A3478
"Jan, Ludwig von 1807-1869",A3483
Ludwig von Jan,A3483
"Jan, Ludwig von, 1807-1869, latiniste",A3483
"Jan, Ludwig (Ludovicus)",A3483
"Heidenhain, Friedrich Jakob ‪ (1845-1912)",A3484
Friedrich Jakob Heidenhain,A3484
Plinius Valerianus ca. 6./7. Jh.,A3491
Plinius Valerianus,A3491
Scriptores historiae Augustae,A3481
"Lommatzsch, Ernst, 1871-1949",A3476
"Lommatzsch, Ernst",A3476
"Lommatzsch, Ernest (1871- ).",A3476
"Lommatzsch, Franz Otto Ernst",A3476
"Lommatzsch, Ernest, 1871-1949",A3476
Ernst Lommatzsch,A3476
"Lommatzsch, Ernest",A3476
"Miodoński, Adam Stefan (1861-1913).",A3469
"Miodoński, Adam (1861-1913)",A3469
"Miodoński, Adam S. 1861-1913",A3469
Adam Miodoński,A3469
"Müller, Lucian",A3448
"Müller, Lucian (Edward Friedrich Hermann Lucian), 1836-1898",A3448
"Müller, Lucian, 1836-1898, latiniste",A3448
"Müller, L. филолог 1836-1898 Lucian",A3448
"Mueller, Lucian",A3448
Lucian Müller,A3448
"M©ơller, Lucian, 1836-1898",A3448
"Friedersdorff, Franz, 1846-...",A3520
"Friedersdorff, Franz 1846-1911",A3520
"Friedersdorff, F.",A3520
"Friedersdorff, Franz, n. 1846",A3520
Franz Friedersdorff,A3520
"Hippocrates, ca. 460-377 ? v. Chr.",A3489
"Hippokrates, ca 460-ca 370 f.Kr.",A3489
"Hipòcrates, 460 aC-",A3489
Ἱπποκράτης,A3489
Hippocrates (około 460-około 370 p.n.e.).,A3489
Hipokrates (ok. 460-ok. 370 p.n.e.),A3489
"Hipócrates, ca 460-ca 375 a.C.",A3489
"Hippokratés, 460 př. Kr.-asi 380 př. Kr.",A3489
"Hipokrats, 460-377 vai 356 p.m.ē.",A3489
Hippocrates ок.460-ок.377 до н.э.,A3489
Hippocrates of Kos,A3489
Iulius Romanus,A3498
"Romanus, C. Julius",A3498
Romanus Grammaticus 3./4. Jh.,A3498
"Julius Romanus, Gaius",A3498
"Romanus, Julius",A3498
"Romanus, C. Julius, 3e eeuw",A3498
"Mamertinus, Claudius, 03..-03..",A3505
"Claudius, Mamertinus",A3505
"Mamertinus, Claudius",A3505
"Mamertinus Claudius, active 4th century",A3505
"Mamertinus, Claudius, Le jeune",A3505
"Mamertinus, Claudius, L'aîné",A3505
"Mamertinus, Claudius, 300-talet",A3505
"Mamertinus, Claudius, sec. IV",A3505
"Mamertinus Claudius, active d4th century",A3505
"Mamertinus, Claudius, 4. saj.",A3505
Mamertinus Claudius (4ος αι.),A3505
Vindicianus,A3477
"Vindicianus Afer, 03..-....",A3477
Vindicianus Afer,A3477
Vindicianus Afer 4. Jh.,A3477
"Vindicianus Afer, 300-t.",A3477
"Oribase, 0326-0403",A3502
Oribasius,A3502
"Oribasius, van Pergamon, 325-403",A3502
Oribasius (326-403).,A3502
Oribasius ca. 4. Jh.,A3502
Oribasius medicus,A3502
"Oreibasios, ca 330-ca 400",A3502
"Oribase, 325-403",A3502
Ορειβάσιος (325-403),A3502
Pelagonius,A3511
Pelagonius sec. IV,A3511
"Pelagonius, 03..-03..",A3511
Pelagonius (360-?).,A3511
Pelagonius ca. 4. Jh.,A3511
"Pelagonius Saloninus, sec. IV",A3511
"Pelagonius, 4e eeuw",A3511
"Pelagonius, tegev 4. saj.",A3511
Pelagonio,A3511
"Friedlein, Gottfried, 1828-1875",A3500
"Friedlein, Gottfried, 1828-1875, latiniste",A3500
"Friedlein, Gottfried",A3500
Gottfried Friedlein deutscher Mathematikhistoriker,A3500
"Friedlein, Godofredus, 1828-1875",A3500
"Goetz, Georg, 1849-1932.",A3490
"Goetz, Georgius (Georgius Polycarpus), 1849-1932",A3490
"Goetz, Georgius 1849-1932",A3490
Georg Goetz,A3490
"Götz, Georg",A3490
"Götz, G. филолог 1849-1932 Georg",A3490
"Hense, Otto, 1845-1931",A3506
"Hense, Otto",A3506
Otto Hense,A3506
"Hense, Otto, 1845-",A3506
"Hense, Kurt Otto Friedrich, 1845-1931",A3506
"Hosius, Carl",A3503
"Hosius, Carl, 1866-1937, philologue",A3503
"Hosius, C. (Carl), 1866-1937",A3503
Carl Hosius,A3503
"Hosius, Carolus (1866-1937)",A3503
"Hug, Arnold, 1832-1895",A3512
"Hug, Arnold",A3512
Arnold Hug,A3512
"Kempf, Karl Friedrich, 1819-1894",A3504
"Kempf, Karl Friedrich, 1819-",A3504
"Kempf, Carolus, 1819-1894",A3504
"Kempf, Karl",A3504
Karl Kempf deutscher Klassischer Philologe und Gymnasiallehrer,A3504
"Kempf, Karl Friedrich, n. 1819",A3504
"Kukula, Richard Cornelius, 1862-1919",A3495
"Kukula, R. C. (Richard Cornelius), 1862-1919",A3495
"Kukula, Richard Cornelius Wilhelm",A3495
Richard Cornelius Kukula,A3495
"Kukula, Richard Cornelius, 1862-",A3495
"Kukula, Richard Cornelius",A3495
Pseudo-Boethius.,A3515
"Boethius, Pseudo-",A3515
Pseudo-Boécio,A3515
Pseudo-Boèce,A3515
Pseudo-Boecjusz,A3515
Julius Severus,A3507
Iulius Severus,A3507
"Langkavel, Bernhard August, 1825-1902",A3514
"Langkavel, Bernhard 1825-1902",A3514
"Langkavel, Bernhard",A3514
"Langkavel, Bernhardus (Bernhard)",A3514
"Bernhard Langkavel deutscher Klassischer Philologe, Botaniker und Gymnasiallehrer (1825–1902)",A3514
"Langkavel, Bernhard (Bernhard August), 1825-1902",A3514
"Mantino, Jacob, -1549?",A3501
"Mantin, Jacques, 149.?-1549?",A3501
"Mantinus, Jacobus, 15..-15.., médecin",A3501
Jacob Mantino metge italià,A3501
"Mantino, Giacomo, m. 1549",A3501
"Mantino, Jacob, 1490-1549",A3501
"Mantino, Jacob",A3501
"Mantinus, Jacobus",A3501
"Jacobus, Hebraeus",A3501
"Marold, Karl, 1850-1909",A3510
"Marold, Karl",A3510
"Marold, Karl, filoloog met expertise Gotische bĳbel, 1850-1909",A3510
"Karl Marold Germanist, teacher, & translator (1850-1909)",A3510
"Gracchanus, M. Junius Congus (Marcus Junius Congus), active 2nd century B.C.-1st century B.C.",A3533
"Gracchanus, M. Junius Congus active 2nd century B.C.-1st century B.C.",A3533
"Cato, Marcus Porcius, 95 B.C.-46 B.C.",A3524
"Cató, Marc Porci 95-45 aC",A3524
"Caton d'Utique, 0095-0046 av. J.-C.",A3524
Marcus Porcius Cato Uticensis,A3524
"Cato, Marcus Porcius Uticensis v95-v46",A3524
"Cato Uticensis, M. Porcius, 95-46 v. Chr.",A3524
"Cato, Marcus Porcius, d.y. 95-46 f.Kr.",A3524
"Cató, Marc Porci, 95 aC-45 aC",A3524
"קטו, מרקוס פורציוס אוטיקנסיס, 95-46 לפנה""ס",A3524
"Катон, М. П. 95-46 до н.э. Марк Порций",A3524
"Cato, Marcus Porcius, 95-46 B.C.",A3524
Catão o Jovem 95-46 A.C.,A3524
"Cato Uticensis, Marcus Porcius, 95 př. Kr.-46 př. Kr.",A3524
"Cato, Marcus Porcius 95-46 f.Kr.",A3524
"Cato, M. P. 95-46 до н.э. Marcus Porcius",A3524
"Caton, 95-46 av. J.-C.",A3524
"Cato, M. Porcius, Uticensis, 95-46 a.C.",A3524
Cnaeus Domitius Ahenobarbus,A3539
"Domitius Ahenobarbus, Gnaeus ca. Römische Republik",A3539
"Domitius Ahenobarbus, Cn., active 104 B.C.-89 B.C.",A3539
Numitorius,A3521
Numitorius v1. Jh. / 1. Jh.,A3521
Quintus Caecilius Metellus Numidicus,A3527
"Metellus Numidicus, Q. Caecilius (Quintus Caecilius), active 112 B.C.-91 B.C.",A3527
"Metellus Numidicus, Q. Caecilius active 112 B.C.-91 B.C.",A3527
"Metellus, Quintus Caecilius Numidicus v109",A3527
Μουκίος Σκευόλας,A3536
"Scaevola, Quintus Mucius Poeta um 54 v. Chr",A3536
"Scaevola, Quintus Mucius Poeta v54",A3536
"Ennius, Sex.",A3519
Sextus Ennius,A3519
Papinius,A3525
Papinius v1. Jh. / 1. Jh.,A3525
"Aeneas, Tacticus",A3540
"Énée le Tacticien, 04..-03.. av. J.-C.",A3540
"Aeneas, Tacticus, active 4th century B.C.",A3540
Aeneas active 4th century B.C. Tacticus,A3540
"Aeneas, 4e eeuw v. Chr.",A3540
"Enees, Tàctic, actiu segle IV aC",A3540
Enees Tácticu,A3540
"Aeneas, Tacticus, 4th cent. B.C.",A3540
"Eneas, el Táctico",A3540
Eneasz Taktyk (4 w. p.n.e.),A3540
"Aineiás Taktikos, činný 4. století př. Kr.",A3540
Aineias,A3540
"Friedländer, Ludwig, 1824-1909.",A3546
"Friedlaender, Ludwig",A3546
"Friedländer, Ludwig Heinrich, 1824-1909",A3546
Ludwig Friedländer deutscher Altphilologe und Kulturhistoriker,A3546
"Friedländer, Ludwig",A3546
Ludwig Heinrich Friedländer,A3546
"פרידלנדר, לודויג, 1824-1909",A3546
"Friedl©Þnder, Ludwig, 1824-1909",A3546
"Labeo, Cornelius",A3535
Cornelius Labeo,A3535
"Cornelius, Labeo, 3e eeuw",A3535
"לבאו, קורנליוס",A3535
"Labeone, Cornelio",A3535
"Damigeron, active 2nd century B.C.",A3544
Damigeron (2 p.n.e.).,A3544
Damigeron Magus,A3544
Damigeron,A3544
Evax konge av Arabia,A3532
Evax,A3532
"Nypsus, Marcus Iunius",A3496
"Nipsus, Marcus Iunius ca. 2. Jh.",A3496
Marcus Iunius Nipsus,A3496
"Nypsus, Marcus Junius (M. Junius)",A3496
"Nipsus Iunius, Marcus, sec. II?",A3496
"Priscianus, Theodorus (około 4..-około 5..).",A3493
Theodorus Priscianus,A3493
"Priscianus, Theodorus, 3--",A3493
"Horatianus, Octavius",A3493
"Priscianus, Theodorus (4ος-5ος αι.)",A3493
"Helm, Rudolf, 1872-1966.",A3499
"Helm., Rudolf",A3499
"Helm, Rudolf (Rudolf Wilhelm Oscar), 1872-1966",A3499
Rudolf Helm,A3499
"Helm, Rudolf (Rudolf Wilhelm Oskar), 1872-1966",A3499
"Helm, Rudolf Wilhelm Oskar, 1872-1966",A3499
Richard Hoche deutscher klassischer Philologe und Gymnasialdirektor,A3497
"Hoche, Richard Gottfried, 1834-1906",A3497
"Hoche, Richard, 1834-1906",A3497
"Hoche, Richard",A3497
"Jacoby, Karl, 1849-1939.",A3494
"Jacoby, Carolus, 1849-1939",A3494
"Jacoby, Karl",A3494
"Jacoby, Karl Sigismund, 1849-1939",A3494
Karl Jacoby,A3494
"Meineke, August (Johann Albert Friedrich August), 1791-1870",A3492
"Meineke, August",A3492
"Meineke, Augustus 1790-1870",A3492
August Meineke,A3492
"Verginius Rufus, L. (Lucius), 14-97",A3573
Lucius Verginius Rufus,A3573
"Verginius Rufus, L. 14-97",A3573
"Verginius Rufus, Lucius 1. Jh.",A3573
"Juventius Laterensis, M., -43 B.C.",A3542
Marcus Iuventius Laterensis,A3542
Gracchus,A3529
Gracchus Poeta 1. Jh. v. Chr./1. Jh. n. Chr,A3529
Gracchus Poeta v1. Jh. / 1. Jh.,A3529
"Julius Montanus, -27",A3534
Iulius Montanus,A3534
"Lentulus, active 1st century B.C.-1st century A.D.",A3543
Lentulus 1st cent. B.C./1st cent. A.D,A3543
Lentulus,A3543
"Wulfstan, Archbishop of York, -1023",A3530
"Wulfstan, 0960?-1023",A3530
Wulfstan erkebiskop av York d. 1023,A3530
"Wulfstan, -1023",A3530
Vulstanus archiepiscopus catholicus,A3530
Wulfstan (arcybiskup Yorku ; ok. 950-1023),A3530
"Wulfstan, ärkebiskop av York, d. 1023",A3530
Wulfstan (arcybiskup Yorku ; -1023).,A3530
"Wulfstan, Archevêque de York, -1023",A3530
"Wulfstan, Archbishop of York, d. 1023",A3530
Wulfstan of York m. 1023,A3530
"Wulfstan, arcibiskup yorský, -1023",A3530
"Apelt, Otto, 1845-1932",A3522
"Apelt, Otto",A3522
"Apelt, Otto, 1845-",A3522
Otto Apelt philologue allemand,A3522
"Apelt, O. (Otto)",A3522
"Apelt, Otto, b. 1845",A3522
"Baehrens, Emil, 1848-1888",A3557
"Baehrens, Emil",A3557
"Baehrens, Aemilius (Paul Heinrich Emil), 1848-1888",A3557
"Baehrens, Emil (1846-1888).",A3557
"Baehrens, Aemilius 1848-1888",A3557
Emil Baehrens,A3557
"Baehrens, Paul Heinrich Emil, 1848-1888",A3557
"Baumgarten-Crusius, Detlev Carl Wilhelm, 1786-1845",A3565
"Baumgarten-Crusius, Detlev Karl Wilhelm, 1786-1845",A3565
"Baumgarten-Crusius, Carl Wilhelm 1786-1845",A3565
"Baumgarten-Crusius, Detlev Carl Wilhelm",A3565
Detlev Karl Wilhelm Baumgarten-Crusius,A3565
"Baumgarten-Crusius, Detlev Karl Wilhelm",A3565
"Christ, Wilhelm von 1831-1906",A3552
"Christ, Wilhelm von",A3552
"Christ, W.",A3552
"Christ, W. (Wilhelm), 1831-1906",A3552
"Christ, W. 1831-1906",A3552
"Christ, Wilhelm",A3552
Wilhelm von Christ,A3552
"Clark, Charles Upson, 1875-1960",A3561
"Clark, Charles Upson",A3561
Charles Upson Clark American classical and Romance philologist (1875-1960),A3561
"Clark, C. U. 1875-1960 Charles Upson",A3561
"Diels, Hermann, 1848-1922.",A3531
"Diels, Hermann",A3531
"Diels, Hermann Alexander, 1848-1922",A3531
"Diels, Hermann (Hermann Alexander), 1848-1922",A3531
"Diels, Hermann 1848-",A3531
Hermann Alexander Diels,A3531
"Дильс, Г. 1848-1922 Герман",A3531
"Dinter, Bernard",A3523
"Dinter, Bernhard, 1825-...., philologue",A3523
"Dinter, Gottlob Bernhard",A3523
Bernhard Dinter deutscher Klassischer Philologe und Gymnasiallehrer,A3523
"Dinter, Bernhard, 1825-1900",A3523
"Dinter, Bernhard b. 1825",A3523
"Dinter, Bernardus",A3523
"Endt, Johann, 1869-1951",A3549
"Endt, Johannes",A3549
"Endt, Johann, 18..-19.., latiniste",A3549
"Endt, Joannes",A3549
"Endt, Joannes (Johannes)",A3549
"Endt, Johann",A3549
Johann Endt German local historian,A3549
"Eutocius d'Ascalon, 0480?-05..",A3538
"Eutocius, of Ascalon",A3538
"Eutokios, 480-",A3538
Eutocius,A3538
Εὐτόκιος,A3538
"Eutocius, Ascalonita",A3538
"Eutoci, d'Ascaló",A3538
Eutokios (ok. 480-ok. 540),A3538
Eutocius d'Ascalon,A3538
"Eutokios, 500-t.",A3538
"Eutócio, Ascalonita ca. 480 d. C. - ?",A3538
Clodianus Grammaticus 4. Jh.,A3526
Clodianus,A3526
"Jeep, Justus Wilhelm Linde 1799-1884",A3518
"Jeep, Justus, latiniste",A3518
"Jeep, Justus, 1799-1884",A3518
"Jeep, Justus Wilhelm Linde",A3518
"Jeep, Justus",A3518
Justus Jeep deutscher Klassischer Philologe und Gymnasiallehrer,A3518
"Jeep, Justus (Justus Wilhelm Linde)",A3518
"Keil, Heinrich",A3509
Heinrich Keil,A3509
"Rufinus grammaticus Antiochensis, 5e eeuw",A3517
"Rufinus, Antiochensis",A3517
"Rufin d'Antioche, 04..-05.., grammairien",A3517
"Rufinus Antiochenus, sec. V",A3517
Rufin d'Antioche,A3517
"Luterbacher, Franz, 1850-1924",A3516
"Luterbacher, Franz",A3516
"Luterbacher, Franz Paul (1850-1924)",A3516
Franz Luterbacher,A3516
Fabius Dossennus,A3569
Dorsennus,A3569
"Ateius Capito, C. -22",A3568
"Ateius Capito, Gaius, ....-0022",A3568
"Capito, C. Ateius, -22",A3568
Gaius Ateius Capito,A3568
"Ateius Capito, Gaius -22",A3568
"Ateius Capito, Gaius",A3568
"Ateius Capito, Gaius apie 30 pr.Kr.-22",A3568
"Capito, Caius Ateius",A3568
"Ateius Capito, Caius",A3568
"Ateius Capito, Caius, sec. I",A3568
"Capito, C. Ateius",A3568
Gaius Trebatius Testa,A3574
"Trebatius Testa, C. (Caius), active 1st century B.C.",A3574
"Trebatius Testa, Gaius ca. 84 v. Chr. - ca. 4",A3574
"Trebatius Testa, Caius, c. 84 a.C.-c. 4 d.C.",A3574
"Juventius, active 2nd century B.C.",A3570
Juventius 2nd cent. B.C,A3570
Iuventius,A3570
"Paullus, Lucius Aemilius, approximately 229 B.C.-160 B.C.",A3576
"Antonius, Marcus, 83 B.C.?-30 B.C.",A3571
"Antoine, Marc, 0083?-0030 av. J.-C.",A3571
"Antonius, Marcus, 82-30 f.Kr.",A3571
"Antonius, Marcus Triumvir v82-v30",A3571
M.Antonius M.f.M.n.,A3571
"Antonius, Marcus ca. 83-30 f.Kr.",A3571
"Antoni, Marc, 82 aC-30 aC",A3571
"Antonio, Marco",A3571
"Marcus Antonius, Romeins veldheer, ca. 82-30 v. Chr.",A3571
"Antoine, Marc, 83?-30 av. J.-C",A3571
"אנטוניוס, מרקוס, 83?-30 לפנה""ס",A3571
