author,dll_author_id
"Thomas, von Erfurt, 14e eeuw",A4324
Thomas de Erfordia.,A4324
Tomasz z Erfurtu,A4324
"Thomas, d'Erfurt, activité 14e siècle.",A4324
"Thomas, de Erfurt",A4324
Thomas : von Erfurt,A4324
"Fitzralph, Richard",A4331
Richard Fitz Ralph 1295?-1360,A4331
"Fitzralph, Richard, 13..-1360",A4331
"Fitzralph, Richard, 1295-1360",A4331
Richardus Armachanus 1295-1360,A4331
Riccardus de Radulphis ( -1360).,A4331
"Fitzralph, Richard, arciv. di Armagh, c. 1295-1360",A4331
Riccardus de Radulphis,A4331
"Fitz-Ralph, Richard, Arzobispo de Armagh 1295-1360",A4331
"Bartolus, de Saxoferrato (1314-1357)",A4321
"Bartolo, da Sassoferrato, 1314-1357",A4321
Bartolus de Saxoferrato (1313-1357).,A4321
"Bartolo, da Sassoferrato, 1313-1357",A4321
Bartolo di Sassoferrato,A4321
"Bartolo, de Sassoferrato, 1313-1357.",A4321
"Bartolo, de Sassoferrato",A4321
Bartolo da Sassoferrato giurista italiano,A4321
"Bartolo de Sassoferrato, 1314-1357",A4321
"Bartolo de Sassoferrato (Italian author, 1314-1357)",A4321
"Bartolus Severus de Alphanis, 1314-1357",A4321
"Sassoferrato, Bartolo da, 1314-1357",A4321
Alphonsus Bonihominis -1353,A4329
"Alfonsus Bonihominis, Bishop of Marrakech, -1353",A4329
"Buenhombre, Alfonso",A4329
"Bonihominis, Alphonsus, 13..?-1353?",A4329
"Alphonsus, Bonihominis",A4329
"Alphonsus Bonihominis, m. 1353",A4329
"Alfonsus, Bonihominis, fl. 14ème siècle",A4329
"Alfonsus Bonihominis, Bisbe de Marràqueix, -1353",A4329
"Alphonsus Bonihominis, O.P., vesc. di Marrakesh, m. 1353",A4329
"Bonihominis, Alphonsus, -1353",A4329
"Buenhombre, Alfonso, ?-ca 1353, O.P.",A4329
"Buenhombre, Alonso  <sec. 14.>",A4329
"Alfonsus Bonihominis, -1353",A4329
"Maximien, 05..-05.., poète",A4335
"Maximianus, active 6th century",A4335
"Maximien, fl. 6ème siècle",A4335
"Maximianus, 500-talet",A4335
"Maximien, activité 6e siècle",A4335
Maximianus (5..).,A4335
"Maximianus Etruscus, sec. VI",A4335
Maximianus 6th cent,A4335
"Maximianus Etruscus, active 6th century",A4335
"Polybe, 0200-0120 av. J.-C.",A4344
"Polybius, Megalopolitanus",A4344
Polybius ca 200-ca 120 f.Kr.,A4344
Polybius (około 200-około 118 p.n.e.).,A4344
Polibijs ap 200-ap 120 p.m.ē,A4344
Polibiusz (ok. 200-ok. 118 p.n.e.),A4344
Polybius ca. 120 A.C.-ca. 200 A.C.,A4344
"Polybios, umbes 200-umbes 120 e.Kr.",A4344
"Radewijns, Florentius, 1350-1400",A4325
"Radewijns, Florent, 1350?-1400",A4325
Florentius Radewijns 1350-1400,A4325
Florens Radewijns,A4325
"Kirkestede, Henry, approximately 1314-approximately 1378",A4332
"Kirkestede, Henry 1314?-1378?",A4332
"Kirkestede, Henry de, 1314?-1378?",A4332
"Kirkestede, Henry (około 1314-około 1378).",A4332
Henricus de Kirkestede,A4332
"Henry of Kirkestede, 1300-talet",A4332
"Kirkestede, Henry",A4332
"Henry of Kirkestede, sec. XIV",A4332
"Henry, of Kirkestede",A4332
"Marc Aurèle, 121-180, empereur romain",A4322
Marek Aureliusz (cesarz rzymski ; 121-180).,A4322
"Mark Aurel Römisches Reich, Kaiser 121-180",A4322
"Marcus Aurelius, Antoninus 121-180 Romeins keizer",A4322
"Marcus Aurelius Antoninus, Romeins keizer, 121-180",A4322
Marc Aurèle 0121-0180 empereur romain,A4322
"Marc Aureli, emperador de Roma, 121-180",A4322
"Aurelius Antoninus, Marcus",A4322
Marcus Aurelius Antoninus,A4322
Marcus Aurelius Antoninus romersk keiser 121-180,A4322
Marcus Aurelius Emperor of Rome 0121-0180,A4322
"Marco Aurelio, Emperador de Roma",A4322
"Marcus Aurelius, romersk kejsare, 121-180",A4322
"Aurelius Antoninus, Marcus, imperatore romano, 121-180",A4322
Марк Аврелий Антонин император римский 121-180,A4322
"Marks Aurēlijs, Romas imperators, 121-180",A4322
"Marcus Aurelius, rímsky cisár, 121-180",A4322
"Marcus Aurelius, Emperor of Rome",A4322
"Marcus Aurelius, Antoninus, římský císař, 121-180",A4322
مرقص أوريليوس أنطونينوس,A4322
"מרקוס אורליוס, קיסר רומי, 121-180",A4322
"Марк Аврелий, Римский Император, 121-180",A4322
"Marcus Aurelius, Antoninus, 121-180, ローマ皇帝",A4322
"Aurelius Antoninus, M. император римский Marcus 121-180",A4322
"Markús Árelíus, keisari Rómaveldis, 121-180",A4322
"Aurélio, Marco, 121-180",A4322
"Marco Aurélio, Imperador de Roma, 121-180",A4322
Marcus Aurelius Antoninus 121-180 Romos imperatorius,A4322
Marcus Aurelius kejser over romerriget,A4322
"Marc-Aurèle, empereur romain, 121-180",A4322
"Marcus Aurelius, Emperador de Roma, 121-180",A4322
"Marcus Aurelius, Emperor of Rome (Roman emperor, 121-180 CE)",A4322
Marcus Aurelius Αυτοκράτορας της Ρώμης (121-180),A4322
"Marc Aurèle, empereur de Rome, 121-180",A4322
"Marcus Aurelius Antoninus, imperatore romano, 121-180",A4322
"Aurelius, Marcus, imperatore romano, 121-180",A4322
"Marco Aurelio, imperatore romano, 121-180",A4322
Paul de Venise 1372?-1429,A4330
"Paulus, Venetus",A4330
"Paul de Venise, 1370-1429",A4330
"Paulus Venetus, O.S.A., c. 1369-1429",A4330
Paulus de Venetiis 1372-1429,A4330
Paolo Veneto (około 1370-1428).,A4330
"Paulus, Venetus, 1369-1429",A4330
Paolo Veneto,A4330
"Paolo, Veneto, aproximadament 1370-1428",A4330
Paulus Venetus (ok. 1369-1429),A4330
"Paulus Venetus, ca 1372-1429, O.E.S.A.",A4330
"Paulus Venetus, ca 1370-1429",A4330
Paulus Venetus ок.1372-1429,A4330
"Paolo, Veneto, ca.1370-1429.",A4330
"Paolo, Veneto, environ 1370-1428",A4330
"Paolo Veneto, 1372-1429.",A4330
"Nebrija, Antonio de, 1444?-1522.",A4327
Antonio 1444-1522 de Nebrija,A4327
"Antonio de Nebrija, 1444-1522",A4327
"Nebrija, Elio Antonio de 1441-1522",A4327
"Nebrija, Antonio de",A4327
Antonio de Nebrija umanista spagnolo,A4327
"Nebrija, Elio Antonio de, ca. 1444-1522",A4327
"Nebrija, Elio Antonio : de",A4327
"Antonio, de Lebrixa",A4327
"Lebrija, Elio Antonio de, 1444?-1522",A4327
"Lebrixa, Antonio de, 1444?-1522",A4327
"Nebrisse, Anthonie de, 1444?-1522",A4327
"Poliziano, Angelo, 1454-1494.",A4336
"Politien, Ange, 1454-1494",A4336
"Poliziano, Angelo Ambrogini, 1454-1494",A4336
"Angelo Poliziano poeta, umanista e drammaturgo italiano",A4336
"Poliziano, Angelo",A4336
"Politianus, Angelus, 1454-1494",A4336
Angelo Poliziano,A4336
"Poliziano, A. 1454-1494 Angelo",A4336
"Полициано, А. 1454-1494 Анджело",A4336
"Ambrogini, Angelo (Poliziano)",A4336
"Poliziano, Angelo (Italian humanist and writer, 1454-1494)",A4336
"Ambrogini, Angelo, 1454-1494",A4336
"Politanus, Angelus 1454-1494",A4336
"Herolt, Johannes, ?-1468",A4326
Johannes Herolt Theologe,A4326
"Herolt, Johann 1390?-1468",A4326
"Herolt, Johannes, 15e eeuw",A4326
"Herolt, Johannes (14..-1468).",A4326
"Herolt, Johann, 13..-1468",A4326
"Herolt, Johannes, d. 1468",A4326
"Herolt, Johann (1380?-1468)",A4326
"Herolt, Iohannes, O.P., m. 1468",A4326
"Herolt, Johannes",A4326
"Herolt, Johannes, ?-ca 1468, O.P.",A4326
"Herolt, Johannes 1380 ar 1390–1468",A4326
"Polentone, Siccone",A4333
"Polentone, Siccone, 1375?-1447?",A4333
"Polentonus, Sicco 1375-1447",A4333
"Polentone, Sicco, active 14th century-15th century",A4333
"Polentone, Sicco, 1375 or 76-ca. 1447",A4333
"Polento, Sicco, 1375/6-1447",A4333
"Polenton, Sicco (około 1375-około 1447).",A4333
"Polenton, Sicco",A4333
"Polenton, Sicco, 1375 or 76-ca. 1447",A4333
Flavius Mallius Theodorus,A4323
"Mallius Theodorus, Flavius, 03..-....",A4323
"Mallius Theodorus, Flavius, active 377-409",A4323
"Mallius Theodorus, Flavius, sec. IV",A4323
"Mallius Theodorus, Flavius, Consul, ca. 350-ca. 410",A4323
"Pseudo-Hilarius, činný 5. století",A4361
"Hilarius, Pseudo-",A4361
"Jean Maxence, 04..?-05..",A4356
Jean de Tomi,A4356
Joannes biskop av Tomitana,A4356
Johannes Tomitanus 431/449,A4356
Guillaume VI Durand prélat catholique,A4359
"Durand, Guillaume, 12..-1330",A4359
"Durand, Guillaume, ?-1330",A4359
"Durantis, Guilelmus Iunior -1330",A4359
"Durandus, Gulielmus, ca. 1266-ca. 1330",A4359
"Durand, Guillaume, -asi 1330",A4359
"Durant, William, c. 1266-1330",A4359
"Ricobaldus Ferrariensis, 123.-131.",A4358
"Nemesianus, Marcus Aurelius Olympius ca 200-ca 300",A4347
"Némésien, 02..-02..",A4347
"Nemesianus, Marcus Aurelius Olympius, 3e eeuw",A4347
Némésien,A4347
"Nemesianus, Marcus Aurelius Olympius ca. 3. Jh.",A4347
"Nemesianus, Marcus Aurelius Olympius, m. 283",A4347
"Nemesià, Marc Aureli Olimpi",A4347
"Nemesianus, Marcus Aurelius Olympius (około 200-około 300).",A4347
"Nemesiano, Marco Aurelio Olimpio",A4347
"Nemesianus, Marcus Aurelius Olympius, 200-t.",A4347
Nemezjanus,A4347
"Nemesianus, činný 3. století",A4347
"Nemesianus, Marcus Aurelius Olympius (3ος αι. μ.Χ.)",A4347
"William, of Ockham",A4354
"Guillaume d'Ockham, 1285?-1347",A4354
Wilhelm von Ockham 1285-1347,A4354
"William, of Ockham, ca. 1285-1347/49",A4354
"Guillem, d'Occam, aproximadament 1290-1349",A4354
William of Ockham (około 1285-około 1349).,A4354
"Guilelmus de Occam, O.F.M., c. 1285-c. 1349",A4354
Gulielmus de Occam,A4354
"Ockham, William, ca 1285-ca 1349",A4354
William of Ockham (ok. 1285-ok. 1349),A4354
"Ockham, William, 1285-1349?",A4354
"William, of Ockham, ca. 1285-ca. 1349",A4354
"Occam, William of",A4354
"William of Ockham, asi 1285-asi 1349",A4354
"Guillaume, d'Ockham, environ 1285-environ 1349",A4354
Guillelmus Hilacensis of Ockham ca. 1285-ca. 1349,A4354
"William, of Ockham, ap 1285-ap 1349",A4354
"William Ockham, asi 1285-asi 1349",A4354
"Ockham, W ок.1285-1349 William",A4354
William of Ockham apie 1285-apie 1349,A4354
"Guillaume, d'Occam, environ 1285-1347",A4354
"Ockham, William of, 1288-1347",A4354
"Guilherme, de Occam, ca.1285-ca.1349.",A4354
"Оккам, У. ок.1285-1349 Уильям",A4354
"Guillermo, de Ockham, ca. 1285- ca. 1349",A4354
"Ockham, William, umbes 1285-umbes 1349.",A4354
"Ockham, William, O.F.M., c. 1285-c. 1349",A4354
"Guglielmo di Occam, O.F.M., c. 1285-c. 1349",A4354
"Ockam, Guillelmus, O.F.M., c. 1285-c. 1349",A4354
"Bersuire, Pierre 129.?-1362",A4343
"Bersuire, Pierre, 1290?-1362",A4343
"Bersuire, Pierre, ca. 1290-1362",A4343
"Bersuire, Pierre, aproximadament 1290-1362",A4343
"Berchorius, Petrus, ca. 1290-1362",A4343
"Berchorius, Petrus 1290-1362",A4343
"Bersuire, Pierre, O.S.B., 1290-1362",A4343
"Bersuire, Pierre, fl. 1290-1362, O.S.B.",A4343
"Pierre Bersuire écrivain, moine et traducteur français",A4343
"Berchorius, Petrus (około 1290-1362).",A4343
"Bersuire, Pierre apie 1290–1362",A4343
"Berchorius, Petrus, asi 1290-asi 1362",A4343
"Berchorius, Petrus, O.S.B., 1290-1362",A4343
"Bercheure, Pierre, O.S.B., 1290-1362",A4343
"Berthorius, Petrus, O.S.B., 1290-1362",A4343
"Petrus Berthorius, O.S.B., 1290-1362",A4343
Matthias Lincopensis magister,A4351
"Matthias, von Linköping, Magister",A4351
Ludolf de Saxe 13..?-1378,A4340
"Ludolf, von Sachsen, ca. 1300-1377/78",A4340
"Ludolphus de Saxonia, 1300?-1378",A4340
Ludolphus de Saxonia ca. 1300-1378,A4340
"Ludolf, de Saxònia, aproximadament 1300-1377 o 1378",A4340
"Ludolphus de Saxonia, 1300-1377",A4340
Ludolphus de Saxonia (około 1300-1377).,A4340
"Ludolphus de Saxonia, O.Carth., c. 1300-1378",A4340
"Ludolphus de Saxonia,  ca. 1300-1377",A4340
Ludolf z Saksonii (ok. 1300-ok. 1377),A4340
"Ludolfo, de Saxônia, ca.1300-1377ou8.",A4340
Ludolf von Sachsen Mönch und Erbauungsschriftsteller,A4340
"Ludolphe, de Saxe, environ 1300-1377 ou 1378",A4340
"Ludolf, von Sachsen, ca. 1300-1377 or 8",A4340
"Ludolf, Von Sachsen, Ca. 1300-1377 u 8",A4340
"Boccaccio, Giovanni, 1313-1375.",A4348
"Boccace, 1313-1375",A4348
"Boccaccio, Giovanni",A4348
Giovanni Boccaccio,A4348
"Boccaccio, Giovanni, 1313/14-1375",A4348
بوكاشيو، جيوفاني، 1313-1375,A4348
"בוקצ'ו, ג'ובני, 1313-1375",A4348
"Боккаччо, Джованни, 1313-1375",A4348
"Боккаччо, Д. 1313-1375 Джованни",A4348
"Boccaccio, Giovanni (Italian writer, scholar, and draftsman, 1313-1375)",A4348
"Boccacсio, G. 1313-1375 Giovanni",A4348
"Giovanni da Certaldo, 1313-1375",A4348
"Wycliffe, John",A4338
"Ficino, Marsílio, 1433-1499",A4355
"Ficin, Marsile, 1433-1499",A4355
"Ficino, Marsilio",A4355
"Ficinus, Marsilius 1433-1499",A4355
"Ficino, Marsiglio",A4355
"פיצ'ינו, מרסיליו, 1433-1499",A4355
"Ficino, Marsilio (Italian philosopher, writer, and theologian, 1433-1499)",A4355
"Ficinus, Marsilius",A4355
"Фичино, М. 1433-1499 Марсилио",A4355
"Ficino, M. 1433-1499 Marcilio",A4355
"Ailly, Pierre d', 1351-1420",A4352
"Ailly, Pierre d'",A4352
Petrus 1350-1420 de Alliaco,A4352
"Pierre, d'Ailly, 1350-ca. 1420",A4352
"Peter von Ailly, Kardinal 1351-1420",A4352
"Ailly, Pierre d', card., 1350-1420",A4352
Petrus de Alliaco 1351-1420,A4352
"Ailly, Pierre, 1350-1420?",A4352
"Ailly, Pierre d' kardinal",A4352
Petrus de Alliaco,A4352
"D'Ailly, Pierre de, card., 1350-1420",A4352
"Aliaco, Petrus de, card., 1350-1420",A4352
"Alliaco, Petrus de, card., 1350-1420",A4352
Thomas de Elmham 1364-1422,A4341
"Thomas, of Elmham, 1364-1440 ?",A4341
"Thomas d'Elmham, 13..-1440",A4341
Thomas d'Elmham 1364-1427?,A4341
Thomas Elmham,A4341
Thomas of Elmham (1364- po 1427),A4341
Thomas de Elmham 1364-,A4341
"Nonius Marcellus, 0300?-0350?",A4349
Nonius Marcellus 03..-03..,A4349
"Nonius Marcellus, 4e eeuw",A4349
"Nonius Marcellus, séc. IV",A4349
Nonius Marcellus ca. 4. Jh.,A4349
Nonio Marcelo,A4349
Nonius Marcellus (3..-3..).,A4349
"Nonius Marcellus, 300-talet?",A4349
"Nonius Marcellus, 4e s.",A4349
Nonius Marcellus 4 в.,A4349
"Marcelo, Nónio, 3--",A4349
"Nonius, Marcellus, činný 4. století",A4349
Nonius Marcellus (4ος αι.),A4349
"Theodericus, 11..-11.., moine à Nidarholm",A4339
Theodoricus monachus,A4339
"Theodoricus monachus norsk munk, skribent, historiker og katolsk prest",A4339
Þjóðrekur (munkur) 12. öld,A4339
Theodoricus Epternacensis -1192,A4339
"Theodricus, munk, 1100-talet",A4339
Theodoricus Epternacensis,A4339
"Theodorik, mnich, činný 12. století",A4339
"Theodricus, 12世紀頃",A4339
Theoderich von Echternach,A4339
"Fontana, Giovanni 1390-1454?",A4345
"Jean de Ségovie, 1393?-1458",A4345
Johannes de Segovia 1393-1458,A4345
Juan Alfonso de Segovia clérigo y teólogo español,A4345
"Jean de S©♭govie,  card., 1393-1458",A4345
Juan de Ségovie (około 1393-1458).,A4345
"Segovia, Juan de, active 1400-1458",A4345
Joannes de Secubia 1393-1458,A4345
"Johannes de Segovia, fl. 1400-1458, O.P.",A4345
Juan de Segovia apie 1393–1458,A4345
"Johannes de Segovia, card., 1393-1458",A4345
"Iohannes de Segovia, card., 1393-1458",A4345
"Bibliander, Theodor, 1504?-1564",A4353
Theodor Bibliander,A4353
"Bibliander, Theodor 1506?-1564",A4353
"Bibliander, Theodor",A4353
"Bibliander, Theodorus",A4353
"Bibliander, Theodor ( -1564).",A4353
"Bibliander, Theodorus, ca. 1504-1564.",A4353
"Bibliander, Theodorus, environ 1504-1564",A4353
"Bibliander, Theodorus π. 1504-1564",A4353
"Buchmann, Theodor, 1504-1564",A4353
"פוסטל, גיום, 1510-1581",A4342
Guillaume Postel,A4342
"Postellus, Guilielmus, 1510-1581",A4342
"Martiwros, Saint, active 4th century",A4350
Saint Martiros,A4350
"Grégoire d'Elvire, 03..-0392?",A4376
"Gregory ca. 320-ca. 392 of Elvira, Saint",A4376
"Gregory, of Elvira, Saint, approximately 320-approximately 392",A4376
"Gregorius, s., vesc. di Elvira, m. c. 392",A4376
Grzegorz z Elwiry (święty ; około 320-około 392).,A4376
Grzegorz z Elwiry (święty ; ok. 320-ok. 392),A4376
"Gregori, d'Elvira, sant, aproximadament 320-aproximadament 392",A4376
Gregorius Iliberitanus 330-392,A4376
"Gregorio de Elvira, Santo",A4376
"Gregorius, van Elvira, 4e eeuw",A4376
"Gregorio de Elvira, svatý, asi 320-asi 392",A4376
Gregorius Illiberitanus biskop av Elvira ved Granada,A4376
"Gregory of Elvira, Saint 320-392",A4376
Gregorius  <vescovo di Elvira  ; santo>,A4376
"Adrien I, 0700-0795, pape",A4391
Hadrian I. Papst -795,A4391
Adrian -795 Pope I,A4391
Adrien Ier pape 07..-0795,A4391
"Adrian I, Pope, -795",A4391
Hadrianus I  <papa>,A4391
"Hadrián I., papež, -795",A4391
"Arnold de Lübeck, 1150?-1212?",A4373
"Arnold Lübeck, Abt 1150-1211",A4373
"Arnoldus, Lubecensis",A4373
"Arnold, of Lübeck, -1212",A4373
Arnold von Lübeck Chronist und Verfasser der Chronica Slavorum,A4373
Arnoldus Lubecensis ( -1212).,A4373
"Arnold, von Lübeck, -ca. 1211/14",A4373
Arnold fra Lübeck,A4373
Arnold von Lübeck (1177-1212),A4373
"Arnoldus Lubecensis, m. 1212",A4373
"Arnold, of Lübeck, d. 1212",A4373
Арнольд Любекский,A4373
"Arnoldus, Lubecensis, -1211",A4373
"Jacques de Vitry, 116.?-1240",A4369
"Jacques, de Vitry, approximately 1170-1240",A4369
"Jacobus, De Vitriaco",A4369
Jacques approximately 1170-1240 de Vitry,A4369
"Jacques, de Vitry, ca.1170-1240.",A4369
"Jacques, de Vitry, ca. 1165-1240",A4369
"Jakob von Vitry, Kardinal 1165-1240",A4369
Jacques de Vitry (1170?-1240).,A4369
الڤيتري، يعقوب (بطريرك عكا),A4369
"ז'אק, דה ויטרי, 1170 בערך-1240",A4369
"Jacobus de Vitriaco, card., c. 1170-1240",A4369
Jacques de Vitry (117.-1240),A4369
Jacobus Vitriacensis biskop av Vitry,A4369
"Jacques, de Vitry, environ 1170-1240",A4369
Jacques de Vitry кардинал ок.1160-1240,A4369
يعقوب الفيتري،  بطريرك عكا،  حو. 1170-1240,A4369
"Jacques de Vitry, asi 1170-1240",A4369
"Vitry, Jacques de, ca 1165-1240",A4369
"Jacques Vitry'st, u.1160-1240.",A4369
Chrysostomus Latinus,A4367
"Johannes, Maxentius",A4377
Joannes Maxentius,A4377
"Maxentius, Johannes  ? -1529",A4377
"Rufinianus, Julius.",A4374
Julius Rufinianus.,A4374
"Rufinianus, Julius, 03..?-03..?, rhéteur",A4374
"Rufinianus, Iulius, sec. IV",A4374
"Rufinianus, Julius, 300-t.",A4374
Iulius Rufinianus 4. Jh.,A4374
"Rufinianus, Iulius, činný 4. století",A4374
"Julius Rufinianus,  séc. IV",A4374
"Bottoni, Bernardo, -1266.",A4370
"Bottonus, Bernardus -1266",A4370
"Bernard de Parme, 12..-1266",A4370
"Bernardo da Parma, m. 1266",A4370
"Bernardus, Parmensis, -1266",A4370
Bernardus Bottonius -1266,A4370
"Bottoni, Bernardo, ca. 1200-1266",A4370
Bernardo Bottoni,A4370
"Bottoni, Bernardo, d. 1266",A4370
Bernard de Parme (?-1266),A4370
Bernardo : da Parma,A4370
"Ubaldi, Baldo degli, 1327?-1400.",A4384
"Baldus de Ubaldis, 1327?-1400",A4384
"Ubaldi, Baldo degli, asi 1327-1400",A4384
"Ubaldi, Baldo degli, jurist, 1327-1400",A4384
"Ubaldi, Baldo degli, ca. 1327-1400",A4384
"Ubaldis, Baldus de (1327?-1400).",A4384
"Ubaldi, Baldo degli apie 1327-1400",A4384
Baldo,A4384
"Llull, Ramon, 1232 o 1233-1315 o 1316",A4362
"Lulle, Raymond, 1232?-1316?",A4362
"Ramón Llull, Beato ca. 1232-1316?",A4362
Raymond Lulle 1233?-1315,A4362
"Lullus, Raimundus 1232-1315",A4362
"Lull, Ramón",A4362
Raymundus Lullius,A4362
"Lullus, Raimundus, ca. 1235-1315",A4362
"Llull, Ramon, b., 1232-1316",A4362
"Llull, Ramón ca 1232-1315",A4362
Rajmund Llull (błogosławiony ; około 1232-1315).,A4362
"Llull, R. ок.1232-ок.1316",A4362
"Lullus, Raimundus, ca 1235-1316",A4362
"Llull, Ramón",A4362
Rajmund Llull (błogosławiony ; ok. 1232-1315),A4362
"يول، رامون, 1232-1316",A4362
"לול, רמון, 1232/3-1315/16",A4362
"Ramón Llull, asi 1232-1315",A4362
"Lúlio, Raimundo, ca 1232-1315",A4362
"Llull, Ramón, ca. 1232-1316",A4362
"Llull, R. ок.1232-ок.1316 Ramon",A4362
"Llull, Ramón, 1235-1315",A4362
"Llull, Ramón, -1315",A4362
"Llull, Ramón apie 1232–1316",A4362
"Луллий, Р. ок.1232-ок.1316 Раймунд",A4362
"Llull, Ramon, umbes 1232-1315.",A4362
"Llull, Ramon (Catalan mystic, philosopher, 1232/1233-1315/1316)",A4362
"Lull, Ramon, b., 1232-1316",A4362
"Raimundus Lullus, b., 1232-1316",A4362
"Lulle, Raymond, b., 1232-1316",A4362
"Lullus, Raimundus, b., 1232-1316",A4362
Lucas Tudensis -1249,A4371
Lucas Tudensis episcopus,A4371
"Luc de Tuy, ....-1249?",A4371
"Lluc, bisbe de Tui, -1249",A4371
"Lucas, de Túy, -1249",A4371
Lucas Tudensis episcopus catholicus,A4371
"Lucas, Bishop of Túy, -approximately 1249",A4371
"Lucas de Túy, d. ca 1249?",A4371
"Lucas, vesc. di Tuy, m.c. 1249",A4371
Lucas de Tuy,A4371
Lucas Tudensis biskop av Túy,A4371
Liberatus Scholasticus 500,A4360
"Cessolis, Jacobus de",A4368
"Jacobus, de Cessolis, ca. 1250-ca. 1322",A4368
"Jacobus, de Cessolis, fl. 1288-1322",A4368
Iacobus de Cessolis,A4368
Jacques de Cessoles,A4368
"Jacques de Cessoles, 12..-13..",A4368
"Jacques, de Cessoles, fl. 1288-1322",A4368
Jacobus de Cessolis (12..-13..).,A4368
"Iacobus de Cessolis, -asi 1322",A4368
"Cessoles, Jacques de, époque 1288-1322.",A4368
"Iacobus de Cessolis, O.P., f. 1288-1322",A4368
"Jacobus de Cessolis (French or Italian author, active late 13th century)",A4368
"Jacobus de Cessolis, O.P., f. 1288-1322",A4368
"Cessolis, Iacobus de, O.P., f. 1288-1322",A4368
"Jacques de Cessoles, O.P., f. 1288-1322",A4368
"Giacomo da Cessole, O.P., f. 1288-1322",A4368
"Mussatus, Albertinus, 1261-1329",A4375
Albertino Mussato 1261-1329,A4375
"Mussato, Albertino",A4375
Albertinus Mussatus,A4375
"Albertinus, frère, F.S.C.",A4375
"Муссато, А. 1261-1329 Альбертино",A4375
"Moussatos, Alvertinos, 1261-1329",A4375
"Albertus, Stadensis",A4385
Albertus Stadensis -1264,A4385
"Albert de Stade, 11..-1264?",A4385
Albertus Stadensis abbas Stadensis,A4385
Albertus Stadensis (?-ok. 1264),A4385
"Albert von Stade, d. ca 1264",A4385
Albertus Stadensis монах -1264,A4385
"Albertus Stadensis, m. 1264",A4385
"Albert Stadest, enne 1187-1264.",A4385
"Albertus Stadensis, -asi 1264",A4385
"Nicolas de Lyre, ca. 1270-1349",A4363
"Nicolaus, de Lyra, 1270-1349",A4363
Nicolas de Lyre 1270?-134.,A4363
"Lyra, Nicolaus de, ca. 1270-1349",A4363
Nicolaus de Lyra (około 1270-1349).,A4363
"Nicolaus de Lyra, 1270-1349, O.F.M.",A4363
"Nicolaus de Lyra, 1270-ca 1349",A4363
Nicolaus Lyranus,A4363
Nicolas de Lyre 1270?-1340?,A4363
"Nicholas of Lyra (French theologian, exegete, and author, ca. 1270-1349)",A4363
"Lyra, Nicolaus de (ok.1270-ok.1349)",A4363
"Nicolaus de Lyra, asi 1270-1349",A4363
"Lyranus, Nicolaus 1270-1349",A4363
Nicolas de Lire 1270-1349,A4363
Adam Marisco,A4372
"Adam Marisco, 12..?-1259",A4372
"Adam Marsh English Franciscan, scholar and theologian",A4372
"Marsh, Adam, ca. 1200-1259",A4372
"Marsh, Adam",A4372
Adamus de Marisco 1200-1259,A4372
"Ada, de Marisco",A4372
Adam z Marsh (ok. 1200-1259),A4372
"Marsh, Adam, O.F.M., vesc. di Lincoln, c. 1200-1259",A4372
"Martin, Raymond, 1230-1284?",A4364
"Martí, Raimundo ca. 1230-ca. 1284",A4364
"Martí, Ramon, -approximately 1286",A4364
"Raimundus, Martini, ca. 1220-1285",A4364
"מרטי, רמון",A4364
Raymundus Martinus (1230-1284?).,A4364
"Martin, Ramón, O.P., sec. XIII",A4364
"Martí, Raimundo, asi 1230-asi 1284",A4364
"Martí, Ramón, -environ 1286",A4364
Raimundus Marti,A4364
"Martí, Ramon, 1230-aproximadament 1284",A4364
"Martí, Raimundo",A4364
"Martí, Raimundo apie 1230–apie 1284",A4364
"Martí, Ramon, O.P., c. 1220-c. 1284",A4364
"Martini, Raimundo",A4364
"Martinus, Raymundus, (O. P.)",A4364
Joannes de Caulibus,A4365
"Torquemada, Juan de, 1388-1468.",A4366
"Johannes, de Turrecremata, 1388-1468",A4366
"Turrecremata, Johannes de",A4366
"Torquemada, Juan de, card., 1388-1468",A4366
"Turrecremata, Joannes de (1388-1468).",A4366
"Torquemada, Juan de",A4366
"Torquemada, Juan de, 1388-1468, O.P.",A4366
Juan de Torquemada cardenal dominico y escritor español (1388-1468),A4366
"Torquemada, Juan Cardinal de",A4366
"Johannes de Turrecremata, card., 1388-1468",A4366
"Turrecremata, Johannes de, card., 1388-1468",A4366
"Iohannes de Turrecremata, card., 1388-1468",A4366
Burchardus abbas Bellevallis,A4414
Burchardus Bellevallis m. 1163,A4414
Burchardus Bellevallis,A4414
"Burchardus, abate di Bellevaux, m. 1163",A4414
"Burchard, 11..-1163, abbé de Bellevaux",A4414
Burchardus de Bellevaux,A4414
Burchard (11..?-1163 ; opat Bellevaux),A4414
Burchardus abbed av Bellevaux,A4414
Burchard 11..-1163,A4414
"Burchardus, Abbot of Bellevaux, d. 1163",A4414
"Burchardus, Abbé de Bellevaux",A4414
Buchard von Bellevaux,A4414
"Grosseteste, Róbert, 1175-1253",A4411
Robertus Grosseteste,A4411
"Grosseteste, Robert",A4411
"Grosseteste, Robert, ca. 1175-1253",A4411
"Grosseteste, Robertus 1168-1253",A4411
"Grosseteste, Robertus, vesc. di Lincoln, c. 1168-1253",A4411
